a, b, c, d, e
933, 521, 433, 3, 99068
934, 558, 434, 4, 99067
935, 595, 435, 5, 99066
936, 632, 436, 6, 99065
937, 669, 437, 7, 99064
938, 706, 438, 8, 99063
939, 743, 439, 9, 99062
940, 780, 440, 0, 99061
941, 817, 441, 1, 99060
942, 854, 442, 2, 99059
943, 891, 443, 3, 99058
944, 928, 444, 4, 99057
945, 965, 445, 5, 99056
946, 2, 446, 6, 99055
947, 39, 447, 7, 99054
948, 76, 448, 8, 99053
949, 113, 449, 9, 99052
950, 150, 450, 0, 99051
951, 187, 451, 1, 99050
952, 224, 452, 2, 99049
953, 261, 453, 3, 99048
954, 298, 454, 4, 99047
955, 335, 455, 5, 99046
956, 372, 456, 6, 99045
957, 409, 457, 7, 99044
958, 446, 458, 8, 99043
959, 483, 459, 9, 99042
960, 520, 460, 0, 99041
961, 557, 461, 1, 99040
962, 594, 462, 2, 99039
963, 631, 463, 3, 99038
964, 668, 464, 4, 99037
965, 705, 465, 5, 99036
966, 742, 466, 6, 99035
967, 779, 467, 7, 99034
968, 816, 468, 8, 99033
969, 853, 469, 9, 99032
970, 890, 470, 0, 99031
971, 927, 471, 1, 99030
972, 964, 472, 2, 99029
973, 1, 473, 3, 99028
974, 38, 474, 4, 99027
975, 75, 475, 5, 99026
976, 112, 476, 6, 99025
977, 149, 477, 7, 99024
978, 186, 478, 8, 99023
979, 223, 479, 9, 99022
980, 260, 480, 0, 99021
981, 297, 481, 1, 99020
982, 334, 482, 2, 99019
983, 371, 483, 3, 99018
984, 408, 484, 4, 99017
985, 445, 485, 5, 99016
986, 482, 486, 6, 99015
987, 519, 487, 7, 99014
988, 556, 488, 8, 99013
989, 593, 489, 9, 99012
990, 630, 490, 0, 99011
991, 667, 491, 1, 99010
992, 704, 492, 2, 99009
993, 741, 493, 3, 99008
994, 778, 494, 4, 99007
995, 815, 495, 5, 99006
996, 852, 496, 6, 99005
997, 889, 497, 7, 99004
998, 926, 498, 8, 99003
999, 963, 499, 9, 99002
1000, 0, 0, 0, 99001
1001, 37, 1, 1, 99000
1002, 74, 2, 2, 98999
1003, 111, 3, 3, 98998
1004, 148, 4, 4, 98997
1005, 185, 5, 5, 98996
1006, 222, 6, 6, 98995
1007, 259, 7, 7, 98994
1008, 296, 8, 8, 98993
1009, 333, 9, 9, 98992
1010, 370, 10, 0, 98991
1011, 407, 11, 1, 98990
1012, 444, 12, 2, 98989
1013, 481, 13, 3, 98988
1014, 518, 14, 4, 98987
1015, 555, 15, 5, 98986
1016, 592, 16, 6, 98985
1017, 629, 17, 7, 98984
1018, 666, 18, 8, 98983
1019, 703, 19, 9, 98982
1020, 740, 20, 0, 98981
1021, 777, 21, 1, 98980
1022, 814, 22, 2, 98979
1023, 851, 23, 3, 98978
1024, 888, 24, 4, 98977
1025, 925, 25, 5, 98976
1026, 962, 26, 6, 98975
1027, 999, 27, 7, 98974
1028, 36, 28, 8, 98973
1029, 73, 29, 9, 98972
1030, 110, 30, 0, 98971
1031, 147, 31, 1, 98970
1032, 184, 32, 2, 98969
1033, 221, 33, 3, 98968
1034, 258, 34, 4, 98967
1035, 295, 35, 5, 98966
1036, 332, 36, 6, 98965
1037, 369, 37, 7, 98964
1038, 406, 38, 8, 98963
1039, 443, 39, 9, 98962
1040, 480, 40, 0, 98961
1041, 517, 41, 1, 98960
1042, 554, 42, 2, 98959
1043, 591, 43, 3, 98958
1044, 628, 44, 4, 98957
1045, 665, 45, 5, 98956
1046, 702, 46, 6, 98955
1047, 739, 47, 7, 98954
1048, 776, 48, 8, 98953
1049, 813, 49, 9, 98952
1050, 850, 50, 0, 98951
1051, 887, 51, 1, 98950
1052, 924, 52, 2, 98949
1053, 961, 53, 3, 98948
1054, 998, 54, 4, 98947
1055, 35, 55, 5, 98946
1056, 72, 56, 6, 98945
1057, 109, 57, 7, 98944
1058, 146, 58, 8, 98943
1059, 183, 59, 9, 98942
1060, 220, 60, 0, 98941
1061, 257, 61, 1, 98940
1062, 294, 62, 2, 98939
1063, 331, 63, 3, 98938
1064, 368, 64, 4, 98937
1065, 405, 65, 5, 98936
1066, 442, 66, 6, 98935
1067, 479, 67, 7, 98934
1068, 516, 68, 8, 98933
1069, 553, 69, 9, 98932
1070, 590, 70, 0, 98931
1071, 627, 71, 1, 98930
1072, 664, 72, 2, 98929
1073, 701, 73, 3, 98928
1074, 738, 74, 4, 98927
1075, 775, 75, 5, 98926
1076, 812, 76, 6, 98925
1077, 849, 77, 7, 98924
1078, 886, 78, 8, 98923
1079, 923, 79, 9, 98922
1080, 960, 80, 0, 98921
1081, 997, 81, 1, 98920
1082, 34, 82, 2, 98919
1083, 71, 83, 3, 98918
1084, 108, 84, 4, 98917
1085, 145, 85, 5, 98916
1086, 182, 86, 6, 98915
1087, 219, 87, 7, 98914
1088, 256, 88, 8, 98913
1089, 293, 89, 9, 98912
1090, 330, 90, 0, 98911
1091, 367, 91, 1, 98910
1092, 404, 92, 2, 98909
1093, 441, 93, 3, 98908
1094, 478, 94, 4, 98907
1095, 515, 95, 5, 98906
1096, 552, 96, 6, 98905
1097, 589, 97, 7, 98904
1098, 626, 98, 8, 98903
1099, 663, 99, 9, 98902
1100, 700, 100, 0, 98901
1101, 737, 101, 1, 98900
1102, 774, 102, 2, 98899
1103, 811, 103, 3, 98898
1104, 848, 104, 4, 98897
1105, 885, 105, 5, 98896
1106, 922, 106, 6, 98895
1107, 959, 107, 7, 98894
1108, 996, 108, 8, 98893
1109, 33, 109, 9, 98892
1110, 70, 110, 0, 98891
1111, 107, 111, 1, 98890
1112, 144, 112, 2, 98889
1113, 181, 113, 3, 98888
1114, 218, 114, 4, 98887
1115, 255, 115, 5, 98886
1116, 292, 116, 6, 98885
1117, 329, 117, 7, 98884
1118, 366, 118, 8, 98883
1119, 403, 119, 9, 98882
1120, 440, 120, 0, 98881
1121, 477, 121, 1, 98880
1122, 514, 122, 2, 98879
1123, 551, 123, 3, 98878
1124, 588, 124, 4, 98877
1125, 625, 125, 5, 98876
1126, 662, 126, 6, 98875
1127, 699, 127, 7, 98874
1128, 736, 128, 8, 98873
1129, 773, 129, 9, 98872
1130, 810, 130, 0, 98871
1131, 847, 131, 1, 98870
1132, 884, 132, 2, 98869
1133, 921, 133, 3, 98868
1134, 958, 134, 4, 98867
1135, 995, 135, 5, 98866
1136, 32, 136, 6, 98865
1137, 69, 137, 7, 98864
1138, 106, 138, 8, 98863
1139, 143, 139, 9, 98862
1140, 180, 140, 0, 98861
1141, 217, 141, 1, 98860
1142, 254, 142, 2, 98859
1143, 291, 143, 3, 98858
1144, 328, 144, 4, 98857
1145, 365, 145, 5, 98856
1146, 402, 146, 6, 98855
1147, 439, 147, 7, 98854
1148, 476, 148, 8, 98853
1149, 513, 149, 9, 98852
1150, 550, 150, 0, 98851
1151, 587, 151, 1, 98850
1152, 624, 152, 2, 98849
1153, 661, 153, 3, 98848
1154, 698, 154, 4, 98847
1155, 735, 155, 5, 98846
1156, 772, 156, 6, 98845
1157, 809, 157, 7, 98844
1158, 846, 158, 8, 98843
1159, 883, 159, 9, 98842
1160, 920, 160, 0, 98841
1161, 957, 161, 1, 98840
1162, 994, 162, 2, 98839
1163, 31, 163, 3, 98838
1164, 68, 164, 4, 98837
1165, 105, 165, 5, 98836
1166, 142, 166, 6, 98835
1167, 179, 167, 7, 98834
1168, 216, 168, 8, 98833
1169, 253, 169, 9, 98832
1170, 290, 170, 0, 98831
1171, 327, 171, 1, 98830
1172, 364, 172, 2, 98829
1173, 401, 173, 3, 98828
1174, 438, 174, 4, 98827
1175, 475, 175, 5, 98826
1176, 512, 176, 6, 98825
1177, 549, 177, 7, 98824
1178, 586, 178, 8, 98823
1179, 623, 179, 9, 98822
1180, 660, 180, 0, 98821
1181, 697, 181, 1, 98820
1182, 734, 182, 2, 98819
1183, 771, 183, 3, 98818
1184, 808, 184, 4, 98817
1185, 845, 185, 5, 98816
1186, 882, 186, 6, 98815
1187, 919, 187, 7, 98814
1188, 956, 188, 8, 98813
1189, 993, 189, 9, 98812
1190, 30, 190, 0, 98811
1191, 67, 191, 1, 98810
1192, 104, 192, 2, 98809
1193, 141, 193, 3, 98808
1194, 178, 194, 4, 98807
1195, 215, 195, 5, 98806
1196, 252, 196, 6, 98805
1197, 289, 197, 7, 98804
1198, 326, 198, 8, 98803
1199, 363, 199, 9, 98802
1200, 400, 200, 0, 98801
1201, 437, 201, 1, 98800
1202, 474, 202, 2, 98799
1203, 511, 203, 3, 98798
1204, 548, 204, 4, 98797
1205, 585, 205, 5, 98796
1206, 622, 206, 6, 98795
1207, 659, 207, 7, 98794
1208, 696, 208, 8, 98793
1209, 733, 209, 9, 98792
1210, 770, 210, 0, 98791
1211, 807, 211, 1, 98790
1212, 844, 212, 2, 98789
1213, 881, 213, 3, 98788
1214, 918, 214, 4, 98787
1215, 955, 215, 5, 98786
1216, 992, 216, 6, 98785
1217, 29, 217, 7, 98784
1218, 66, 218, 8, 98783
1219, 103, 219, 9, 98782
1220, 140, 220, 0, 98781
1221, 177, 221, 1, 98780
1222, 214, 222, 2, 98779
1223, 251, 223, 3, 98778
1224, 288, 224, 4, 98777
1225, 325, 225, 5, 98776
1226, 362, 226, 6, 98775
1227, 399, 227, 7, 98774
1228, 436, 228, 8, 98773
1229, 473, 229, 9, 98772
1230, 510, 230, 0, 98771
1231, 547, 231, 1, 98770
1232, 584, 232, 2, 98769
1233, 621, 233, 3, 98768
1234, 658, 234, 4, 98767
1235, 695, 235, 5, 98766
1236, 732, 236, 6, 98765
1237, 769, 237, 7, 98764
1238, 806, 238, 8, 98763
1239, 843, 239, 9, 98762
1240, 880, 240, 0, 98761
1241, 917, 241, 1, 98760
1242, 954, 242, 2, 98759
1243, 991, 243, 3, 98758
1244, 28, 244, 4, 98757
1245, 65, 245, 5, 98756
1246, 102, 246, 6, 98755
1247, 139, 247, 7, 98754
1248, 176, 248, 8, 98753
1249, 213, 249, 9, 98752
1250, 250, 250, 0, 98751
1251, 287, 251, 1, 98750
1252, 324, 252, 2, 98749
1253, 361, 253, 3, 98748
1254, 398, 254, 4, 98747
1255, 435, 255, 5, 98746
1256, 472, 256, 6, 98745
1257, 509, 257, 7, 98744
1258, 546, 258, 8, 98743
1259, 583, 259, 9, 98742
1260, 620, 260, 0, 98741
1261, 657, 261, 1, 98740
1262, 694, 262, 2, 98739
1263, 731, 263, 3, 98738
1264, 768, 264, 4, 98737
1265, 805, 265, 5, 98736
1266, 842, 266, 6, 98735
1267, 879, 267, 7, 98734
1268, 916, 268, 8, 98733
1269, 953, 269, 9, 98732
1270, 990, 270, 0, 98731
1271, 27, 271, 1, 98730
1272, 64, 272, 2, 98729
1273, 101, 273, 3, 98728
1274, 138, 274, 4, 98727
1275, 175, 275, 5, 98726
1276, 212, 276, 6, 98725
1277, 249, 277, 7, 98724
1278, 286, 278, 8, 98723
1279, 323, 279, 9, 98722
1280, 360, 280, 0, 98721
1281, 397, 281, 1, 98720
1282, 434, 282, 2, 98719
1283, 471, 283, 3, 98718
1284, 508, 284, 4, 98717
1285, 545, 285, 5, 98716
1286, 582, 286, 6, 98715
1287, 619, 287, 7, 98714
1288, 656, 288, 8, 98713
1289, 693, 289, 9, 98712
1290, 730, 290, 0, 98711
1291, 767, 291, 1, 98710
1292, 804, 292, 2, 98709
1293, 841, 293, 3, 98708
1294, 878, 294, 4, 98707
1295, 915, 295, 5, 98706
1296, 952, 296, 6, 98705
1297, 989, 297, 7, 98704
1298, 26, 298, 8, 98703
1299, 63, 299, 9, 98702
1300, 100, 300, 0, 98701
1301, 137, 301, 1, 98700
1302, 174, 302, 2, 98699
1303, 211, 303, 3, 98698
1304, 248, 304, 4, 98697
1305, 285, 305, 5, 98696
1306, 322, 306, 6, 98695
1307, 359, 307, 7, 98694
1308, 396, 308, 8, 98693
1309, 433, 309, 9, 98692
1310, 470, 310, 0, 98691
1311, 507, 311, 1, 98690
1312, 544, 312, 2, 98689
1313, 581, 313, 3, 98688
1314, 618, 314, 4, 98687
1315, 655, 315, 5, 98686
1316, 692, 316, 6, 98685
1317, 729, 317, 7, 98684
1318, 766, 318, 8, 98683
1319, 803, 319, 9, 98682
1320, 840, 320, 0, 98681
1321, 877, 321, 1, 98680
1322, 914, 322, 2, 98679
1323, 951, 323, 3, 98678
1324, 988, 324, 4, 98677
1325, 25, 325, 5, 98676
1326, 62, 326, 6, 98675
1327, 99, 327, 7, 98674
1328, 136, 328, 8, 98673
1329, 173, 329, 9, 98672
1330, 210, 330, 0, 98671
1331, 247, 331, 1, 98670
1332, 284, 332, 2, 98669
1333, 321, 333, 3, 98668
1334, 358, 334, 4, 98667
1335, 395, 335, 5, 98666
1336, 432, 336, 6, 98665
1337, 469, 337, 7, 98664
1338, 506, 338, 8, 98663
1339, 543, 339, 9, 98662
1340, 580, 340, 0, 98661
1341, 617, 341, 1, 98660
1342, 654, 342, 2, 98659
1343, 691, 343, 3, 98658
1344, 728, 344, 4, 98657
1345, 765, 345, 5, 98656
1346, 802, 346, 6, 98655
1347, 839, 347, 7, 98654
1348, 876, 348, 8, 98653
1349, 913, 349, 9, 98652
1350, 950, 350, 0, 98651
1351, 987, 351, 1, 98650
1352, 24, 352, 2, 98649
1353, 61, 353, 3, 98648
1354, 98, 354, 4, 98647
1355, 135, 355, 5, 98646
1356, 172, 356, 6, 98645
1357, 209, 357, 7, 98644
1358, 246, 358, 8, 98643
1359, 283, 359, 9, 98642
1360, 320, 360, 0, 98641
1361, 357, 361, 1, 98640
1362, 394, 362, 2, 98639
1363, 431, 363, 3, 98638
1364, 468, 364, 4, 98637
1365, 505, 365, 5, 98636
1366, 542, 366, 6, 98635
1367, 579, 367, 7, 98634
1368, 616, 368, 8, 98633
1369, 653, 369, 9, 98632
1370, 690, 370, 0, 98631
1371, 727, 371, 1, 98630
1372, 764, 372, 2, 98629
1373, 801, 373, 3, 98628
1374, 838, 374, 4, 98627
1375, 875, 375, 5, 98626
1376, 912, 376, 6, 98625
1377, 949, 377, 7, 98624
1378, 986, 378, 8, 98623
1379, 23, 379, 9, 98622
1380, 60, 380, 0, 98621
1381, 97, 381, 1, 98620
1382, 134, 382, 2, 98619
1383, 171, 383, 3, 98618
1384, 208, 384, 4, 98617
1385, 245, 385, 5, 98616
1386, 282, 386, 6, 98615
1387, 319, 387, 7, 98614
1388, 356, 388, 8, 98613
1389, 393, 389, 9, 98612
1390, 430, 390, 0, 98611
1391, 467, 391, 1, 98610
1392, 504, 392, 2, 98609
1393, 541, 393, 3, 98608
1394, 578, 394, 4, 98607
1395, 615, 395, 5, 98606
1396, 652, 396, 6, 98605
1397, 689, 397, 7, 98604
1398, 726, 398, 8, 98603
1399, 763, 399, 9, 98602
1400, 800, 400, 0, 98601
1401, 837, 401, 1, 98600
1402, 874, 402, 2, 98599
1403, 911, 403, 3, 98598
1404, 948, 404, 4, 98597
1405, 985, 405, 5, 98596
1406, 22, 406, 6, 98595
1407, 59, 407, 7, 98594
1408, 96, 408, 8, 98593
1409, 133, 409, 9, 98592
1410, 170, 410, 0, 98591
1411, 207, 411, 1, 98590
1412, 244, 412, 2, 98589
1413, 281, 413, 3, 98588
1414, 318, 414, 4, 98587
1415, 355, 415, 5, 98586
1416, 392, 416, 6, 98585
1417, 429, 417, 7, 98584
1418, 466, 418, 8, 98583
1419, 503, 419, 9, 98582
1420, 540, 420, 0, 98581
1421, 577, 421, 1, 98580
1422, 614, 422, 2, 98579
1423, 651, 423, 3, 98578
1424, 688, 424, 4, 98577
1425, 725, 425, 5, 98576
1426, 762, 426, 6, 98575
1427, 799, 427, 7, 98574
1428, 836, 428, 8, 98573
1429, 873, 429, 9, 98572
1430, 910, 430, 0, 98571
1431, 947, 431, 1, 98570
1432, 984, 432, 2, 98569
1433, 21, 433, 3, 98568
1434, 58, 434, 4, 98567
1435, 95, 435, 5, 98566
1436, 132, 436, 6, 98565
1437, 169, 437, 7, 98564
1438, 206, 438, 8, 98563
1439, 243, 439, 9, 98562
1440, 280, 440, 0, 98561
1441, 317, 441, 1, 98560
1442, 354, 442, 2, 98559
1443, 391, 443, 3, 98558
1444, 428, 444, 4, 98557
1445, 465, 445, 5, 98556
1446, 502, 446, 6, 98555
1447, 539, 447, 7, 98554
1448, 576, 448, 8, 98553
1449, 613, 449, 9, 98552
1450, 650, 450, 0, 98551
1451, 687, 451, 1, 98550
1452, 724, 452, 2, 98549
1453, 761, 453, 3, 98548
1454, 798, 454, 4, 98547
1455, 835, 455, 5, 98546
1456, 872, 456, 6, 98545
1457, 909, 457, 7, 98544
1458, 946, 458, 8, 98543
1459, 983, 459, 9, 98542
1460, 20, 460, 0, 98541
1461, 57, 461, 1, 98540
1462, 94, 462, 2, 98539
1463, 131, 463, 3, 98538
1464, 168, 464, 4, 98537
1465, 205, 465, 5, 98536
1466, 242, 466, 6, 98535
1467, 279, 467, 7, 98534
1468, 316, 468, 8, 98533
1469, 353, 469, 9, 98532
1470, 390, 470, 0, 98531
1471, 427, 471, 1, 98530
1472, 464, 472, 2, 98529
1473, 501, 473, 3, 98528
1474, 538, 474, 4, 98527
1475, 575, 475, 5, 98526
1476, 612, 476, 6, 98525
1477, 649, 477, 7, 98524
1478, 686, 478, 8, 98523
1479, 723, 479, 9, 98522
1480, 760, 480, 0, 98521
1481, 797, 481, 1, 98520
1482, 834, 482, 2, 98519
1483, 871, 483, 3, 98518
1484, 908, 484, 4, 98517
1485, 945, 485, 5, 98516
1486, 982, 486, 6, 98515
1487, 19, 487, 7, 98514
1488, 56, 488, 8, 98513
1489, 93, 489, 9, 98512
1490, 130, 490, 0, 98511
1491, 167, 491, 1, 98510
1492, 204, 492, 2, 98509
1493, 241, 493, 3, 98508
1494, 278, 494, 4, 98507
1495, 315, 495, 5, 98506
1496, 352, 496, 6, 98505
1497, 389, 497, 7, 98504
1498, 426, 498, 8, 98503
1499, 463, 499, 9, 98502
1500, 500, 0, 0, 98501
1501, 537, 1, 1, 98500
1502, 574, 2, 2, 98499
1503, 611, 3, 3, 98498
1504, 648, 4, 4, 98497
1505, 685, 5, 5, 98496
1506, 722, 6, 6, 98495
1507, 759, 7, 7, 98494
1508, 796, 8, 8, 98493
1509, 833, 9, 9, 98492
1510, 870, 10, 0, 98491
1511, 907, 11, 1, 98490
1512, 944, 12, 2, 98489
1513, 981, 13, 3, 98488
1514, 18, 14, 4, 98487
1515, 55, 15, 5, 98486
1516, 92, 16, 6, 98485
1517, 129, 17, 7, 98484
1518, 166, 18, 8, 98483
1519, 203, 19, 9, 98482
1520, 240, 20, 0, 98481
1521, 277, 21, 1, 98480
1522, 314, 22, 2, 98479
1523, 351, 23, 3, 98478
1524, 388, 24, 4, 98477
1525, 425, 25, 5, 98476
1526, 462, 26, 6, 98475
1527, 499, 27, 7, 98474
1528, 536, 28, 8, 98473
1529, 573, 29, 9, 98472
1530, 610, 30, 0, 98471
1531, 647, 31, 1, 98470
1532, 684, 32, 2, 98469
1533, 721, 33, 3, 98468
1534, 758, 34, 4, 98467
1535, 795, 35, 5, 98466
1536, 832, 36, 6, 98465
1537, 869, 37, 7, 98464
1538, 906, 38, 8, 98463
1539, 943, 39, 9, 98462
1540, 980, 40, 0, 98461
1541, 17, 41, 1, 98460
1542, 54, 42, 2, 98459
1543, 91, 43, 3, 98458
1544, 128, 44, 4, 98457
1545, 165, 45, 5, 98456
1546, 202, 46, 6, 98455
1547, 239, 47, 7, 98454
1548, 276, 48, 8, 98453
1549, 313, 49, 9, 98452
1550, 350, 50, 0, 98451
1551, 387, 51, 1, 98450
1552, 424, 52, 2, 98449
1553, 461, 53, 3, 98448
1554, 498, 54, 4, 98447
1555, 535, 55, 5, 98446
1556, 572, 56, 6, 98445
1557, 609, 57, 7, 98444
1558, 646, 58, 8, 98443
1559, 683, 59, 9, 98442
1560, 720, 60, 0, 98441
1561, 757, 61, 1, 98440
1562, 794, 62, 2, 98439
1563, 831, 63, 3, 98438
1564, 868, 64, 4, 98437
1565, 905, 65, 5, 98436
1566, 942, 66, 6, 98435
1567, 979, 67, 7, 98434
1568, 16, 68, 8, 98433
1569, 53, 69, 9, 98432
1570, 90, 70, 0, 98431
1571, 127, 71, 1, 98430
1572, 164, 72, 2, 98429
1573, 201, 73, 3, 98428
1574, 238, 74, 4, 98427
1575, 275, 75, 5, 98426
1576, 312, 76, 6, 98425
1577, 349, 77, 7, 98424
1578, 386, 78, 8, 98423
1579, 423, 79, 9, 98422
1580, 460, 80, 0, 98421
1581, 497, 81, 1, 98420
1582, 534, 82, 2, 98419
1583, 571, 83, 3, 98418
1584, 608, 84, 4, 98417
1585, 645, 85, 5, 98416
1586, 682, 86, 6, 98415
1587, 719, 87, 7, 98414
1588, 756, 88, 8, 98413
1589, 793, 89, 9, 98412
1590, 830, 90, 0, 98411
1591, 867, 91, 1, 98410
1592, 904, 92, 2, 98409
1593, 941, 93, 3, 98408
1594, 978, 94, 4, 98407
1595, 15, 95, 5, 98406
1596, 52, 96, 6, 98405
1597, 89, 97, 7, 98404
1598, 126, 98, 8, 98403
1599, 163, 99, 9, 98402
1600, 200, 100, 0, 98401
1601, 237, 101, 1, 98400
1602, 274, 102, 2, 98399
1603, 311, 103, 3, 98398
1604, 348, 104, 4, 98397
1605, 385, 105, 5, 98396
1606, 422, 106, 6, 98395
1607, 459, 107, 7, 98394
1608, 496, 108, 8, 98393
1609, 533, 109, 9, 98392
1610, 570, 110, 0, 98391
1611, 607, 111, 1, 98390
1612, 644, 112, 2, 98389
1613, 681, 113, 3, 98388
1614, 718, 114, 4, 98387
1615, 755, 115, 5, 98386
1616, 792, 116, 6, 98385
1617, 829, 117, 7, 98384
1618, 866, 118, 8, 98383
1619, 903, 119, 9, 98382
1620, 940, 120, 0, 98381
1621, 977, 121, 1, 98380
1622, 14, 122, 2, 98379
1623, 51, 123, 3, 98378
1624, 88, 124, 4, 98377
1625, 125, 125, 5, 98376
1626, 162, 126, 6, 98375
1627, 199, 127, 7, 98374
1628, 236, 128, 8, 98373
1629, 273, 129, 9, 98372
1630, 310, 130, 0, 98371
1631, 347, 131, 1, 98370
1632, 384, 132, 2, 98369
1633, 421, 133, 3, 98368
1634, 458, 134, 4, 98367
1635, 495, 135, 5, 98366
1636, 532, 136, 6, 98365
1637, 569, 137, 7, 98364
1638, 606, 138, 8, 98363
1639, 643, 139, 9, 98362
1640, 680, 140, 0, 98361
1641, 717, 141, 1, 98360
1642, 754, 142, 2, 98359
1643, 791, 143, 3, 98358
1644, 828, 144, 4, 98357
1645, 865, 145, 5, 98356
1646, 902, 146, 6, 98355
1647, 939, 147, 7, 98354
1648, 976, 148, 8, 98353
1649, 13, 149, 9, 98352
1650, 50, 150, 0, 98351
1651, 87, 151, 1, 98350
1652, 124, 152, 2, 98349
1653, 161, 153, 3, 98348
1654, 198, 154, 4, 98347
1655, 235, 155, 5, 98346
1656, 272, 156, 6, 98345
1657, 309, 157, 7, 98344
1658, 346, 158, 8, 98343
1659, 383, 159, 9, 98342
1660, 420, 160, 0, 98341
1661, 457, 161, 1, 98340
1662, 494, 162, 2, 98339
1663, 531, 163, 3, 98338
1664, 568, 164, 4, 98337
1665, 605, 165, 5, 98336
1666, 642, 166, 6, 98335
1667, 679, 167, 7, 98334
1668, 716, 168, 8, 98333
1669, 753, 169, 9, 98332
1670, 790, 170, 0, 98331
1671, 827, 171, 1, 98330
1672, 864, 172, 2, 98329
1673, 901, 173, 3, 98328
1674, 938, 174, 4, 98327
1675, 975, 175, 5, 98326
1676, 12, 176, 6, 98325
1677, 49, 177, 7, 98324
1678, 86, 178, 8, 98323
1679, 123, 179, 9, 98322
1680, 160, 180, 0, 98321
1681, 197, 181, 1, 98320
1682, 234, 182, 2, 98319
1683, 271, 183, 3, 98318
1684, 308, 184, 4, 98317
1685, 345, 185, 5, 98316
1686, 382, 186, 6, 98315
1687, 419, 187, 7, 98314
1688, 456, 188, 8, 98313
1689, 493, 189, 9, 98312
1690, 530, 190, 0, 98311
1691, 567, 191, 1, 98310
1692, 604, 192, 2, 98309
1693, 641, 193, 3, 98308
1694, 678, 194, 4, 98307
1695, 715, 195, 5, 98306
1696, 752, 196, 6, 98305
1697, 789, 197, 7, 98304
1698, 826, 198, 8, 98303
1699, 863, 199, 9, 98302
1700, 900, 200, 0, 98301
1701, 937, 201, 1, 98300
1702, 974, 202, 2, 98299
1703, 11, 203, 3, 98298
1704, 48, 204, 4, 98297
1705, 85, 205, 5, 98296
1706, 122, 206, 6, 98295
1707, 159, 207, 7, 98294
1708, 196, 208, 8, 98293
1709, 233, 209, 9, 98292
1710, 270, 210, 0, 98291
1711, 307, 211, 1, 98290
1712, 344, 212, 2, 98289
1713, 381, 213, 3, 98288
1714, 418, 214, 4, 98287
1715, 455, 215, 5, 98286
1716, 492, 216, 6, 98285
1717, 529, 217, 7, 98284
1718, 566, 218, 8, 98283
1719, 603, 219, 9, 98282
1720, 640, 220, 0, 98281
1721, 677, 221, 1, 98280
1722, 714, 222, 2, 98279
1723, 751, 223, 3, 98278
1724, 788, 224, 4, 98277
1725, 825, 225, 5, 98276
1726, 862, 226, 6, 98275
1727, 899, 227, 7, 98274
1728, 936, 228, 8, 98273
1729, 973, 229, 9, 98272
1730, 10, 230, 0, 98271
1731, 47, 231, 1, 98270
1732, 84, 232, 2, 98269
1733, 121, 233, 3, 98268
1734, 158, 234, 4, 98267
1735, 195, 235, 5, 98266
1736, 232, 236, 6, 98265
1737, 269, 237, 7, 98264
1738, 306, 238, 8, 98263
1739, 343, 239, 9, 98262
1740, 380, 240, 0, 98261
1741, 417, 241, 1, 98260
1742, 454, 242, 2, 98259
1743, 491, 243, 3, 98258
1744, 528, 244, 4, 98257
1745, 565, 245, 5, 98256
1746, 602, 246, 6, 98255
1747, 639, 247, 7, 98254
1748, 676, 248, 8, 98253
1749, 713, 249, 9, 98252
1750, 750, 250, 0, 98251
1751, 787, 251, 1, 98250
1752, 824, 252, 2, 98249
1753, 861, 253, 3, 98248
1754, 898, 254, 4, 98247
1755, 935, 255, 5, 98246
1756, 972, 256, 6, 98245
1757, 9, 257, 7, 98244
1758, 46, 258, 8, 98243
1759, 83, 259, 9, 98242
1760, 120, 260, 0, 98241
1761, 157, 261, 1, 98240
1762, 194, 262, 2, 98239
1763, 231, 263, 3, 98238
1764, 268, 264, 4, 98237
1765, 305, 265, 5, 98236
1766, 342, 266, 6, 98235
1767, 379, 267, 7, 98234
1768, 416, 268, 8, 98233
1769, 453, 269, 9, 98232
1770, 490, 270, 0, 98231
1771, 527, 271, 1, 98230
1772, 564, 272, 2, 98229
1773, 601, 273, 3, 98228
1774, 638, 274, 4, 98227
1775, 675, 275, 5, 98226
1776, 712, 276, 6, 98225
1777, 749, 277, 7, 98224
1778, 786, 278, 8, 98223
1779, 823, 279, 9, 98222
1780, 860, 280, 0, 98221
1781, 897, 281, 1, 98220
1782, 934, 282, 2, 98219
1783, 971, 283, 3, 98218
1784, 8, 284, 4, 98217
1785, 45, 285, 5, 98216
1786, 82, 286, 6, 98215
1787, 119, 287, 7, 98214
1788, 156, 288, 8, 98213
1789, 193, 289, 9, 98212
1790, 230, 290, 0, 98211
1791, 267, 291, 1, 98210
1792, 304, 292, 2, 98209
1793, 341, 293, 3, 98208
1794, 378, 294, 4, 98207
1795, 415, 295, 5, 98206
1796, 452, 296, 6, 98205
1797, 489, 297, 7, 98204
1798, 526, 298, 8, 98203
1799, 563, 299, 9, 98202
1800, 600, 300, 0, 98201
1801, 637, 301, 1, 98200
1802, 674, 302, 2, 98199
1803, 711, 303, 3, 98198
1804, 748, 304, 4, 98197
1805, 785, 305, 5, 98196
1806, 822, 306, 6, 98195
1807, 859, 307, 7, 98194
1808, 896, 308, 8, 98193
1809, 933, 309, 9, 98192
1810, 970, 310, 0, 98191
